Image_name,Plane,Train
00543-379803897,Fetal abdomen,1
00544-379803898,Fetal abdomen,1
00545-379803899,Fetal abdomen,1
00546-379803900,Fetal abdomen,1
00547-379803901,Fetal abdomen,1
00548-379803902,Fetal abdomen,1
00549-379803903,Fetal abdomen,1
00550-379803904,Fetal abdomen,1
00551-379803905,Fetal abdomen,1
00552-379803906,Fetal abdomen,1
00553-379803907,Fetal abdomen,1
00554-379803908,Fetal abdomen,1
00555-379803909,Fetal abdomen,1
00556-379803910,Fetal abdomen,1
00557-379803911,Fetal abdomen,1
00558-379803912,Fetal abdomen,1
00559-379803913,Fetal abdomen,1
00560-379803914,Fetal abdomen,1
00561-379803915,Fetal abdomen,1
00562-379803916,Fetal abdomen,1
00563-379803917,Fetal abdomen,1
00564-379803918,Fetal abdomen,1
00565-379803919,Fetal abdomen,1
00566-379803920,Fetal abdomen,1
00567-379803921,Fetal abdomen,1
00568-379803922,Fetal abdomen,1
00569-379803923,Fetal abdomen,1
00570-379803924,Fetal abdomen,1
00571-379803925,Fetal abdomen,1
00572-379803926,Fetal abdomen,1
00573-379803927,Fetal abdomen,1
00574-379803928,Fetal abdomen,1
00575-379803929,Fetal abdomen,1
00576-379803930,Fetal abdomen,1
00577-379803931,Fetal abdomen,1
00578-379803932,Fetal abdomen,1
00579-379803933,Fetal abdomen,1
00580-379803934,Fetal abdomen,1
00581-379803935,Fetal abdomen,1
00582-379803936,Fetal abdomen,1
00583-379803937,Fetal abdomen,1
00584-379803938,Fetal abdomen,1
00585-379803939,Fetal abdomen,1
00586-379803940,Fetal abdomen,1
00587-379803941,Fetal abdomen,1
00588-379803942,Fetal abdomen,1
00589-379803943,Fetal abdomen,1
00590-379803944,Fetal abdomen,1
00591-379803945,Fetal abdomen,1
00592-379803946,Fetal abdomen,1
00593-379803947,Fetal abdomen,1
00594-379803948,Fetal abdomen,1
00595-379803949,Fetal abdomen,1
00596-379803950,Fetal abdomen,1
00597-379803951,Fetal abdomen,1
00598-379803952,Fetal abdomen,1
00599-379803953,Fetal abdomen,1
00600-379803954,Fetal abdomen,1
00601-379803955,Fetal abdomen,1
00602-379803956,Fetal abdomen,1
00603-379803957,Fetal abdomen,1
00604-379803958,Fetal abdomen,1
00605-379803959,Fetal abdomen,1
00606-379803960,Fetal abdomen,1
00607-379803961,Fetal abdomen,1
00608-379803962,Fetal abdomen,1
00609-379803963,Fetal abdomen,1
00610-379803964,Fetal abdomen,1
00611-379803965,Fetal abdomen,1
00612-379803966,Fetal abdomen,1
00613-379803967,Fetal abdomen,1
00614-379803968,Fetal abdomen,1
00615-379803969,Fetal abdomen,1
00616-379803970,Fetal abdomen,1
00617-379803971,Fetal abdomen,1
00618-379803972,Fetal abdomen,1
00619-379803973,Fetal abdomen,1
00620-379803974,Fetal abdomen,1
00621-379803975,Fetal abdomen,1
00622-379803976,Fetal abdomen,1
00623-379803977,Fetal abdomen,1
00624-379803978,Fetal abdomen,1
00625-379803979,Fetal abdomen,1
00626-379803980,Fetal abdomen,1
00627-379803981,Fetal abdomen,1
00628-379803982,Fetal abdomen,1
00629-379803983,Fetal abdomen,1
00630-379803984,Fetal abdomen,1
00631-379803985,Fetal abdomen,1
00632-379803986,Fetal abdomen,1
00633-379803987,Fetal abdomen,1
00634-379803988,Fetal abdomen,1
00635-379803989,Fetal abdomen,1
00636-379803990,Fetal abdomen,1
00637-379803991,Fetal abdomen,1
00638-379803992,Fetal abdomen,1
00639-379803993,Fetal abdomen,1
00640-379803994,Fetal abdomen,1
00641-379803995,Fetal abdomen,1
00642-379803996,Fetal abdomen,1
00643-379803997,Fetal abdomen,1
00644-379803998,Fetal abdomen,1
00645-379803999,Fetal abdomen,1
00646-379804000,Fetal abdomen,1
00647-379804001,Fetal abdomen,1
00648-379804002,Fetal abdomen,1
00649-379804003,Fetal abdomen,1
00650-379804004,Fetal abdomen,1
00651-379804005,Fetal abdomen,1
00652-379804006,Fetal abdomen,1
00653-379804007,Fetal abdomen,1
00654-379804008,Fetal abdomen,1
00655-379804009,Fetal abdomen,1
00656-379804010,Fetal abdomen,1
00657-379804011,Fetal abdomen,1
00658-379804012,Fetal abdomen,1
00659-379804013,Fetal abdomen,1
00660-379804014,Fetal abdomen,1
00661-379804015,Fetal abdomen,1
00662-379804016,Fetal abdomen,1
00663-379804017,Fetal abdomen,1
00664-379804018,Fetal abdomen,1
00665-379804019,Fetal abdomen,1
00666-379804020,Fetal abdomen,1
00667-379804021,Fetal abdomen,1
00668-379804022,Fetal abdomen,1
00669-379804023,Fetal abdomen,1
00670-379804024,Fetal abdomen,1
00671-379804025,Fetal abdomen,1
00672-379804026,Fetal abdomen,1
00673-379804027,Fetal abdomen,1
00674-379804028,Fetal abdomen,1
00675-379804029,Fetal abdomen,1
00676-379804030,Fetal abdomen,1
00677-379804031,Fetal abdomen,1
00678-379804032,Fetal abdomen,1
00679-379804033,Fetal abdomen,1
00680-379804034,Fetal abdomen,1
00681-379804035,Fetal abdomen,1
00682-379804036,Fetal abdomen,1
00683-379804037,Fetal abdomen,1
00684-379804038,Fetal abdomen,1
00685-379804039,Fetal abdomen,1
00686-379804040,Fetal abdomen,1
00687-379804041,Fetal abdomen,1
00688-379804042,Fetal abdomen,1
00689-379804043,Fetal abdomen,1
00690-379804044,Fetal abdomen,1
00691-379804045,Fetal abdomen,1
00692-379804046,Fetal abdomen,1
00693-379804047,Fetal abdomen,1
00694-379804048,Fetal abdomen,1
00695-379804049,Fetal abdomen,1
00696-379804050,Fetal abdomen,1
00697-379804051,Fetal abdomen,1
00698-379804052,Fetal abdomen,1
00699-379804053,Fetal abdomen,1
00700-379804054,Fetal abdomen,1
00701-379804055,Fetal abdomen,1
00702-379804056,Fetal abdomen,1
00703-379804057,Fetal abdomen,1
00704-379804058,Fetal abdomen,1
00705-379804059,Fetal abdomen,1
00706-379804060,Fetal abdomen,1
00707-379804061,Fetal abdomen,1
00708-379804062,Fetal abdomen,1
00709-379804063,Fetal abdomen,1
00710-379804064,Fetal abdomen,1
00711-379804065,Fetal abdomen,1
00712-379804066,Fetal abdomen,1
00713-379804067,Fetal abdomen,1
00714-379804068,Fetal abdomen,1
00715-379804069,Fetal abdomen,1
00716-379804070,Fetal abdomen,1
00717-379804071,Fetal abdomen,1
00718-379804072,Fetal abdomen,1
00719-379804073,Fetal abdomen,1
00720-379804074,Fetal abdomen,1
00721-379804075,Fetal abdomen,1
00722-379804076,Fetal abdomen,1
00723-379804077,Fetal abdomen,1
00724-379804078,Fetal abdomen,1
00725-379804079,Fetal abdomen,1
00726-379804080,Fetal abdomen,1
00727-379804081,Fetal abdomen,1
00728-379804082,Fetal abdomen,1
00729-379804083,Fetal abdomen,1
00730-379804084,Fetal abdomen,1
00731-379804085,Fetal abdomen,1
00732-379804086,Fetal abdomen,1
00733-379804087,Fetal abdomen,1
00734-379804088,Fetal abdomen,1
00735-379804089,Fetal abdomen,1
00736-379804090,Fetal abdomen,1
00737-379804091,Fetal abdomen,1
00738-379804092,Fetal abdomen,1
00739-379804093,Fetal abdomen,1
00740-379804094,Fetal abdomen,1
00741-379804095,Fetal abdomen,1
00742-379804096,Fetal abdomen,1
00743-379804097,Fetal abdomen,1
00744-379804098,Fetal abdomen,1
00745-379804099,Fetal abdomen,1
00746-379804100,Fetal abdomen,1
00747-379804101,Fetal abdomen,1
00748-379804102,Fetal abdomen,1
00749-379804103,Fetal abdomen,1
00750-379804104,Fetal abdomen,1
00751-379804105,Fetal abdomen,1
00752-379804106,Fetal abdomen,1
00753-379804107,Fetal abdomen,1
00754-379804108,Fetal abdomen,1
00755-379804109,Fetal abdomen,1
00756-379804110,Fetal abdomen,1
00757-379804111,Fetal abdomen,1
00758-379804112,Fetal abdomen,1
00759-379804113,Fetal abdomen,1
00760-379804114,Fetal abdomen,1
00761-379804115,Fetal abdomen,1
00762-379804116,Fetal abdomen,1
00763-379804117,Fetal abdomen,1
00764-379804118,Fetal abdomen,1
00765-379804119,Fetal abdomen,1
00766-379804120,Fetal abdomen,1
00767-379804121,Fetal abdomen,1
00768-379804122,Fetal abdomen,1
00769-379804123,Fetal abdomen,1
00770-379804124,Fetal abdomen,1
00771-379804125,Fetal abdomen,1
00772-379804126,Fetal abdomen,1
00773-379804127,Fetal abdomen,1
00774-379804128,Fetal abdomen,1
00775-379804129,Fetal abdomen,1
00776-379804130,Fetal abdomen,1
00777-379804131,Fetal abdomen,1
00778-379804132,Fetal abdomen,1
00779-379804133,Fetal abdomen,1
00780-379804134,Fetal abdomen,1
00781-379804135,Fetal abdomen,1
00782-379804136,Fetal abdomen,1
00783-379804137,Fetal abdomen,1
00784-379804138,Fetal abdomen,1
00785-379804139,Fetal abdomen,1
00786-379804140,Fetal abdomen,1
00787-379804141,Fetal abdomen,1
00788-379804142,Fetal abdomen,1
00789-379804143,Fetal abdomen,1
00790-379804144,Fetal abdomen,1
00791-379804145,Fetal abdomen,1
00792-379804146,Fetal abdomen,1
00793-379804147,Fetal abdomen,1
00794-379804148,Fetal abdomen,1
00795-379804149,Fetal abdomen,1
00796-379804150,Fetal abdomen,1
00797-379804151,Fetal abdomen,1
00798-379804152,Fetal abdomen,1
00799-379804153,Fetal abdomen,1
00000-1955868901,Fetal brain,1
00001-1955868902,Fetal brain,1
00002-1955868903,Fetal brain,1
00003-1955868904,Fetal brain,1
00004-1955868905,Fetal brain,1
00005-1955868906,Fetal brain,1
00006-1955868907,Fetal brain,1
00007-1955868908,Fetal brain,1
00008-1955868909,Fetal brain,1
00009-1955868910,Fetal brain,1
00010-1955868911,Fetal brain,1
00011-1955868912,Fetal brain,1
00012-1955868913,Fetal brain,1
00013-1955868914,Fetal brain,1
00014-1955868915,Fetal brain,1
00015-1955868916,Fetal brain,1
00016-1955868917,Fetal brain,1
00017-1955868918,Fetal brain,1
00018-1955868919,Fetal brain,1
00019-1955868920,Fetal brain,1
00020-1955868921,Fetal brain,1
00021-1955868922,Fetal brain,1
00022-1955868923,Fetal brain,1
00023-1955868924,Fetal brain,1
00024-1955868925,Fetal brain,1
00025-1955868926,Fetal brain,1
00026-1955868927,Fetal brain,1
00027-1955868928,Fetal brain,1
00028-1955868929,Fetal brain,1
00029-1955868930,Fetal brain,1
00030-1955868931,Fetal brain,1
00031-1955868932,Fetal brain,1
00032-1955868933,Fetal brain,1
00033-1955868934,Fetal brain,1
00034-1955868935,Fetal brain,1
00035-1955868936,Fetal brain,1
00036-1955868937,Fetal brain,1
00037-1955868938,Fetal brain,1
00038-1955868939,Fetal brain,1
00039-1955868940,Fetal brain,1
00040-1955868941,Fetal brain,1
00041-1955868942,Fetal brain,1
00042-1955868943,Fetal brain,1
00043-1955868944,Fetal brain,1
00044-1955868945,Fetal brain,1
00045-1955868946,Fetal brain,1
00046-1955868947,Fetal brain,1
00047-1955868948,Fetal brain,1
00048-1955868949,Fetal brain,1
00049-1955868950,Fetal brain,1
00050-1955868951,Fetal brain,1
00051-1955868952,Fetal brain,1
00052-1955868953,Fetal brain,1
00053-1955868954,Fetal brain,1
00054-1955868955,Fetal brain,1
00055-1955868956,Fetal brain,1
00056-1955868957,Fetal brain,1
00057-1955868958,Fetal brain,1
00058-1955868959,Fetal brain,1
00059-1955868960,Fetal brain,1
00060-1955868961,Fetal brain,1
00061-1955868962,Fetal brain,1
00062-1955868963,Fetal brain,1
00063-1955868964,Fetal brain,1
00064-1955868965,Fetal brain,1
00065-1955868966,Fetal brain,1
00066-1955868967,Fetal brain,1
00067-1955868968,Fetal brain,1
00068-1955868969,Fetal brain,1
00069-1955868970,Fetal brain,1
00070-1955868971,Fetal brain,1
00071-1955868972,Fetal brain,1
00072-1955868973,Fetal brain,1
00073-1955868974,Fetal brain,1
00074-1955868975,Fetal brain,1
00075-1955868976,Fetal brain,1
00076-1955868977,Fetal brain,1
00077-1955868978,Fetal brain,1
00078-1955868979,Fetal brain,1
00079-1955868980,Fetal brain,1
00080-1955868981,Fetal brain,1
00081-1955868982,Fetal brain,1
00082-1955868983,Fetal brain,1
00083-1955868984,Fetal brain,1
00084-1955868985,Fetal brain,1
00085-1955868986,Fetal brain,1
00086-1955868987,Fetal brain,1
00087-1955868988,Fetal brain,1
00088-1955868989,Fetal brain,1
00089-1955868990,Fetal brain,1
00090-1955868991,Fetal brain,1
00091-1955868992,Fetal brain,1
00092-1955868993,Fetal brain,1
00093-1955868994,Fetal brain,1
00094-1955868995,Fetal brain,1
00095-1955868996,Fetal brain,1
00096-1955868997,Fetal brain,1
00097-1955868998,Fetal brain,1
00098-1955868999,Fetal brain,1
00099-1955869000,Fetal brain,1
00100-3919473009,Fetal brain,1
00101-3919473010,Fetal brain,1
00102-3919473011,Fetal brain,1
00103-3919473012,Fetal brain,1
00104-3919473013,Fetal brain,1
00105-3919473014,Fetal brain,1
00106-3919473015,Fetal brain,1
00107-3919473016,Fetal brain,1
00108-3919473017,Fetal brain,1
00109-3919473018,Fetal brain,1
00110-3919473019,Fetal brain,1
00111-3919473020,Fetal brain,1
00112-3919473021,Fetal brain,1
00113-3919473022,Fetal brain,1
00114-3919473023,Fetal brain,1
00115-3919473024,Fetal brain,1
00116-3919473025,Fetal brain,1
00117-3919473026,Fetal brain,1
00118-3919473027,Fetal brain,1
00119-3919473028,Fetal brain,1
00120-3919473029,Fetal brain,1
00121-3919473030,Fetal brain,1
00122-3919473031,Fetal brain,1
00123-3919473032,Fetal brain,1
00124-3919473033,Fetal brain,1
00125-3919473034,Fetal brain,1
00126-3919473035,Fetal brain,1
00127-3919473036,Fetal brain,1
00128-3919473037,Fetal brain,1
00129-3919473038,Fetal brain,1
00130-3919473039,Fetal brain,1
00131-3919473040,Fetal brain,1
00132-3919473041,Fetal brain,1
00133-3919473042,Fetal brain,1
00134-3919473043,Fetal brain,1
00135-3919473044,Fetal brain,1
00136-3919473045,Fetal brain,1
00137-3919473046,Fetal brain,1
00138-3919473047,Fetal brain,1
00139-3919473048,Fetal brain,1
00140-3919473049,Fetal brain,1
00141-3919473050,Fetal brain,1
00142-3919473051,Fetal brain,1
00143-3919473052,Fetal brain,1
00144-3919473053,Fetal brain,1
00145-3919473054,Fetal brain,1
00146-3919473055,Fetal brain,1
00147-3919473056,Fetal brain,1
00148-3919473057,Fetal brain,1
00149-3919473058,Fetal brain,1
00150-3919473059,Fetal brain,1
00151-3919473060,Fetal brain,1
00152-3919473061,Fetal brain,1
00153-3919473062,Fetal brain,1
00154-3919473063,Fetal brain,1
00155-3919473064,Fetal brain,1
00156-3919473065,Fetal brain,1
00157-3919473066,Fetal brain,1
00158-3919473067,Fetal brain,1
00159-3919473068,Fetal brain,1
00160-3919473069,Fetal brain,1
00161-3919473070,Fetal brain,1
00162-3919473071,Fetal brain,1
00163-3919473072,Fetal brain,1
00164-3919473073,Fetal brain,1
00165-3919473074,Fetal brain,1
00166-3919473075,Fetal brain,1
00167-3919473076,Fetal brain,1
00168-3919473077,Fetal brain,1
00169-3919473078,Fetal brain,1
00170-3919473079,Fetal brain,1
00171-3919473080,Fetal brain,1
00172-3919473081,Fetal brain,1
00173-3919473082,Fetal brain,1
00174-3919473083,Fetal brain,1
00175-3919473084,Fetal brain,1
00176-3919473085,Fetal brain,1
00177-3919473086,Fetal brain,1
00178-3919473087,Fetal brain,1
00179-3919473088,Fetal brain,1
00180-3919473089,Fetal brain,1
00181-3919473090,Fetal brain,1
00182-3919473091,Fetal brain,1
00183-3919473092,Fetal brain,1
00184-3919473093,Fetal brain,1
00185-3919473094,Fetal brain,1
00186-3919473095,Fetal brain,1
00187-3919473096,Fetal brain,1
00188-3919473097,Fetal brain,1
00189-3919473098,Fetal brain,1
00190-3919473099,Fetal brain,1
00191-3919473100,Fetal brain,1
00192-3919473101,Fetal brain,1
00193-3919473102,Fetal brain,1
00194-3919473103,Fetal brain,1
00195-3919473104,Fetal brain,1
00196-3919473105,Fetal brain,1
00197-3919473106,Fetal brain,1
00198-3919473107,Fetal brain,1
00199-3919473108,Fetal brain,1
00000-2386488547,Fetal brain,1
00001-2386488548,Fetal brain,1
00002-2386488549,Fetal brain,1
00003-2386488550,Fetal brain,1
00004-2386488551,Fetal brain,1
00005-2386488552,Fetal brain,1
00006-2386488553,Fetal brain,1
00007-2386488554,Fetal brain,1
00008-2386488555,Fetal brain,1
00009-2386488556,Fetal brain,1
00010-2386488557,Fetal brain,1
00011-2386488558,Fetal brain,1
00012-2386488559,Fetal brain,1
00013-2386488560,Fetal brain,1
00014-2386488561,Fetal brain,1
00015-2386488562,Fetal brain,1
00016-2386488563,Fetal brain,1
00017-2386488564,Fetal brain,1
00018-2386488565,Fetal brain,1
00019-2386488566,Fetal brain,1
00020-2386488567,Fetal brain,1
00021-2386488568,Fetal brain,1
00022-2386488569,Fetal brain,1
00023-2386488570,Fetal brain,1
00024-2386488571,Fetal brain,1
00025-2386488572,Fetal brain,1
00026-2386488573,Fetal brain,1
00027-2386488574,Fetal brain,1
00028-2386488575,Fetal brain,1
00029-2386488576,Fetal brain,1
00030-2386488577,Fetal brain,1
00031-2386488578,Fetal brain,1
00032-2386488579,Fetal brain,1
00033-2386488580,Fetal brain,1
00034-2386488581,Fetal brain,1
00035-2386488582,Fetal brain,1
00036-2386488583,Fetal brain,1
00037-2386488584,Fetal brain,1
00038-2386488585,Fetal brain,1
00039-2386488586,Fetal brain,1
00040-2386488587,Fetal brain,1
00041-2386488588,Fetal brain,1
00042-2386488589,Fetal brain,1
00043-2386488590,Fetal brain,1
00044-2386488591,Fetal brain,1
00045-2386488592,Fetal brain,1
00046-2386488593,Fetal brain,1
00047-2386488594,Fetal brain,1
00048-2386488595,Fetal brain,1
00049-2386488596,Fetal brain,1
00050-2386488597,Fetal brain,1
00051-2386488598,Fetal brain,1
00052-2386488599,Fetal brain,1
00053-2386488600,Fetal brain,1
00054-2386488601,Fetal brain,1
00055-2386488602,Fetal brain,1
00056-2386488603,Fetal brain,1
00057-2386488604,Fetal brain,1
00058-2386488605,Fetal brain,1
00059-2386488606,Fetal brain,1
00060-2386488607,Fetal brain,1
00061-2386488608,Fetal brain,1
00062-2386488609,Fetal brain,1
00063-2386488610,Fetal brain,1
00064-2386488611,Fetal brain,1
00065-2386488612,Fetal brain,1
00066-2386488613,Fetal brain,1
00067-2386488614,Fetal brain,1
00068-2386488615,Fetal brain,1
00069-2386488616,Fetal brain,1
00070-2386488617,Fetal brain,1
00071-2386488618,Fetal brain,1
00072-2386488619,Fetal brain,1
00073-2386488620,Fetal brain,1
00074-2386488621,Fetal brain,1
00075-2386488622,Fetal brain,1
00076-2386488623,Fetal brain,1
00077-2386488624,Fetal brain,1
00078-2386488625,Fetal brain,1
00079-2386488626,Fetal brain,1
00080-2386488627,Fetal brain,1
00081-2386488628,Fetal brain,1
00082-2386488629,Fetal brain,1
00083-2386488630,Fetal brain,1
00084-2386488631,Fetal brain,1
00085-2386488632,Fetal brain,1
00086-2386488633,Fetal brain,1
00087-2386488634,Fetal brain,1
00088-2386488635,Fetal brain,1
00089-2386488636,Fetal brain,1
00090-2386488637,Fetal brain,1
00091-2386488638,Fetal brain,1
00092-2386488639,Fetal brain,1
00093-2386488640,Fetal brain,1
00094-2386488641,Fetal brain,1
00095-2386488642,Fetal brain,1
00096-2386488643,Fetal brain,1
00097-2386488644,Fetal brain,1
00098-2386488645,Fetal brain,1
00099-2386488646,Fetal brain,1
00100-2386488647,Fetal brain,1
00101-2386488648,Fetal brain,1
00102-2386488649,Fetal brain,1
00103-2386488650,Fetal brain,1
00104-2386488651,Fetal brain,1
00105-2386488652,Fetal brain,1
00106-2386488653,Fetal brain,1
00107-2386488654,Fetal brain,1
00108-2386488655,Fetal brain,1
00109-2386488656,Fetal brain,1
00110-2386488657,Fetal brain,1
00111-2386488658,Fetal brain,1
00112-2386488659,Fetal brain,1
00113-2386488660,Fetal brain,1
00114-2386488661,Fetal brain,1
00115-2386488662,Fetal brain,1
00116-2386488663,Fetal brain,1
00117-2386488664,Fetal brain,1
00118-2386488665,Fetal brain,1
00119-2386488666,Fetal brain,1
00120-2386488667,Fetal brain,1
00121-2386488668,Fetal brain,1
00122-2386488669,Fetal brain,1
00123-2386488670,Fetal brain,1
00124-2386488671,Fetal brain,1
00125-2386488672,Fetal brain,1
00126-2386488673,Fetal brain,1
00127-2386488674,Fetal brain,1
00128-2386488675,Fetal brain,1
00129-2386488676,Fetal brain,1
00130-2386488677,Fetal brain,1
00131-2386488678,Fetal brain,1
00132-2386488679,Fetal brain,1
00133-2386488680,Fetal brain,1
00134-2386488681,Fetal brain,1
00135-2386488682,Fetal brain,1
00136-2386488683,Fetal brain,1
00137-2386488684,Fetal brain,1
00138-2386488685,Fetal brain,1
00139-2386488686,Fetal brain,1
00140-2386488687,Fetal brain,1
00141-2386488688,Fetal brain,1
00142-2386488689,Fetal brain,1
00143-2386488690,Fetal brain,1
00144-2386488691,Fetal brain,1
00145-2386488692,Fetal brain,1
00146-2386488693,Fetal brain,1
00147-2386488694,Fetal brain,1
00148-2386488695,Fetal brain,1
00149-2386488696,Fetal brain,1
00150-2386488697,Fetal brain,1
00151-2386488698,Fetal brain,1
00152-2386488699,Fetal brain,1
00153-2386488700,Fetal brain,1
00154-2386488701,Fetal brain,1
00155-2386488702,Fetal brain,1
00156-2386488703,Fetal brain,1
00157-2386488704,Fetal brain,1
00158-2386488705,Fetal brain,1
00159-2386488706,Fetal brain,1
00160-2386488707,Fetal brain,1
00161-2386488708,Fetal brain,1
00162-2386488709,Fetal brain,1
00163-2386488710,Fetal brain,1
00164-2386488711,Fetal brain,1
00165-2386488712,Fetal brain,1
00166-2386488713,Fetal brain,1
00167-2386488714,Fetal brain,1
00168-2386488715,Fetal brain,1
00169-2386488716,Fetal brain,1
00170-2386488717,Fetal brain,1
00171-2386488718,Fetal brain,1
00172-2386488719,Fetal brain,1
00173-2386488720,Fetal brain,1
00174-2386488721,Fetal brain,1
00175-2386488722,Fetal brain,1
00176-2386488723,Fetal brain,1
00177-2386488724,Fetal brain,1
00178-2386488725,Fetal brain,1
00179-2386488726,Fetal brain,1
00180-2386488727,Fetal brain,1
00181-2386488728,Fetal brain,1
00182-2386488729,Fetal brain,1
00183-2386488730,Fetal brain,1
00184-2386488731,Fetal brain,1
00185-2386488732,Fetal brain,1
00186-2386488733,Fetal brain,1
00187-2386488734,Fetal brain,1
00188-2386488735,Fetal brain,1
00189-2386488736,Fetal brain,1
00190-2386488737,Fetal brain,1
00191-2386488738,Fetal brain,1
00192-2386488739,Fetal brain,1
00193-2386488740,Fetal brain,1
00194-2386488741,Fetal brain,1
00195-2386488742,Fetal brain,1
00196-2386488743,Fetal brain,1
00197-2386488744,Fetal brain,1
00198-2386488745,Fetal brain,1
00199-2386488746,Fetal brain,1
00200-2386488747,Fetal brain,1
00201-2386488748,Fetal brain,1
00202-2386488749,Fetal brain,1
00203-2386488750,Fetal brain,1
00204-2386488751,Fetal brain,1
00205-2386488752,Fetal brain,1
00206-2386488753,Fetal brain,1
00207-2386488754,Fetal brain,1
00208-2386488755,Fetal brain,1
00209-2386488756,Fetal brain,1
00210-2386488757,Fetal brain,1
00211-2386488758,Fetal brain,1
00212-2386488759,Fetal brain,1
00213-2386488760,Fetal brain,1
00214-2386488761,Fetal brain,1
00215-2386488762,Fetal brain,1
00216-2386488763,Fetal brain,1
00217-2386488764,Fetal brain,1
00218-2386488765,Fetal brain,1
00219-2386488766,Fetal brain,1
00220-2386488767,Fetal brain,1
00221-2386488768,Fetal brain,1
00222-2386488769,Fetal brain,1
00223-2386488770,Fetal brain,1
00224-2386488771,Fetal brain,1
00225-2386488772,Fetal brain,1
00226-2386488773,Fetal brain,1
00227-2386488774,Fetal brain,1
00228-2386488775,Fetal brain,1
00229-2386488776,Fetal brain,1
00230-2386488777,Fetal brain,1
00231-2386488778,Fetal brain,1
00232-2386488779,Fetal brain,1
00233-2386488780,Fetal brain,1
00234-2386488781,Fetal brain,1
00235-2386488782,Fetal brain,1
00236-2386488783,Fetal brain,1
00237-2386488784,Fetal brain,1
00238-2386488785,Fetal brain,1
00239-2386488786,Fetal brain,1
00240-2386488787,Fetal brain,1
00241-2386488788,Fetal brain,1
00242-2386488789,Fetal brain,1
00243-2386488790,Fetal brain,1
00244-2386488791,Fetal brain,1
00245-2386488792,Fetal brain,1
00246-2386488793,Fetal brain,1
00247-2386488794,Fetal brain,1
00248-2386488795,Fetal brain,1
00249-2386488796,Fetal brain,1
00250-2386488797,Fetal brain,1
00251-2386488798,Fetal brain,1
00252-2386488799,Fetal brain,1
00253-2386488800,Fetal brain,1
00254-2386488801,Fetal brain,1
00255-2386488802,Fetal brain,1
00256-2386488803,Fetal brain,1
00257-2386488804,Fetal brain,1
00258-2386488805,Fetal brain,1
00259-2386488806,Fetal brain,1
00260-2386488807,Fetal brain,1
00261-2386488808,Fetal brain,1
00262-2386488809,Fetal brain,1
00263-2386488810,Fetal brain,1
00264-2386488811,Fetal brain,1
00265-2386488812,Fetal brain,1
00266-2386488813,Fetal brain,1
00267-2386488814,Fetal brain,1
00268-2386488815,Fetal brain,1
00269-2386488816,Fetal brain,1
00270-2386488817,Fetal brain,1
00271-2386488818,Fetal brain,1
00272-2386488819,Fetal brain,1
00273-2386488820,Fetal brain,1
00274-2386488821,Fetal brain,1
00275-2386488822,Fetal brain,1
00276-2386488823,Fetal brain,1
00277-2386488824,Fetal brain,1
00278-2386488825,Fetal brain,1
00279-2386488826,Fetal brain,1
00280-2386488827,Fetal brain,1
00281-2386488828,Fetal brain,1
00282-2386488829,Fetal brain,1
00283-2386488830,Fetal brain,1
00284-2386488831,Fetal brain,1
00285-2386488832,Fetal brain,1
00286-2386488833,Fetal brain,1
00287-2386488834,Fetal brain,1
00288-2386488835,Fetal brain,1
00289-2386488836,Fetal brain,1
00290-2386488837,Fetal brain,1
00291-2386488838,Fetal brain,1
00292-2386488839,Fetal brain,1
00293-2386488840,Fetal brain,1
00294-2386488841,Fetal brain,1
00295-2386488842,Fetal brain,1
00296-2386488843,Fetal brain,1
00297-2386488844,Fetal brain,1
00298-2386488845,Fetal brain,1
00299-2386488846,Fetal brain,1
00300-2386488847,Fetal brain,1
00301-2386488848,Fetal brain,1
00302-2386488849,Fetal brain,1
00303-2386488850,Fetal brain,1
00304-2386488851,Fetal brain,1
00305-2386488852,Fetal brain,1
00306-2386488853,Fetal brain,1
00307-2386488854,Fetal brain,1
00308-2386488855,Fetal brain,1
00309-2386488856,Fetal brain,1
00310-2386488857,Fetal brain,1
00311-2386488858,Fetal brain,1
00312-2386488859,Fetal brain,1
00313-2386488860,Fetal brain,1
00314-2386488861,Fetal brain,1
00315-2386488862,Fetal brain,1
00316-2386488863,Fetal brain,1
00317-2386488864,Fetal brain,1
00318-2386488865,Fetal brain,1
00319-2386488866,Fetal brain,1
00320-2386488867,Fetal brain,1
00321-2386488868,Fetal brain,1
00322-2386488869,Fetal brain,1
00323-2386488870,Fetal brain,1
00324-2386488871,Fetal brain,1
00325-2386488872,Fetal brain,1
00326-2386488873,Fetal brain,1
00327-2386488874,Fetal brain,1
00328-2386488875,Fetal brain,1
00329-2386488876,Fetal brain,1
00330-2386488877,Fetal brain,1
00331-2386488878,Fetal brain,1
00332-2386488879,Fetal brain,1
00333-2386488880,Fetal brain,1
00334-2386488881,Fetal brain,1
00335-2386488882,Fetal brain,1
00336-2386488883,Fetal brain,1
00337-2386488884,Fetal brain,1
00338-2386488885,Fetal brain,1
00339-2386488886,Fetal brain,1
00340-2386488887,Fetal brain,1
00341-2386488888,Fetal brain,1
00342-2386488889,Fetal brain,1
00343-2386488890,Fetal brain,1
00344-2386488891,Fetal brain,1
00345-2386488892,Fetal brain,1
00346-2386488893,Fetal brain,1
00347-2386488894,Fetal brain,1
00348-2386488895,Fetal brain,1
00349-2386488896,Fetal brain,1
